episode,length,total_reward,exploration
637,69,-161.73328819434926,0.041707932413198714
638,54,-131.85273487010818,0.04150043026188927
639,94,-267.4077098875378,0.04129396045959132
640,91,-200.7062593614835,0.04108851787024013
641,73,-130.9451625724821,0.04088409738332351
642,64,-155.46123922792586,0.04068069391375474
643,84,-128.44823558731537,0.04047830240174602
644,97,-318.9601362322953,0.04027691781268261
645,57,-128.7203658719663,0.040076535136997625
646,70,-135.23335416928865,0.03987714939004739
647,86,-146.27855781806804,0.03967875561198746
648,60,-133.0791625721812,0.039481348867649216
649,67,9.976170007834682,0.039284924246417136
650,72,-151.23181411291108,0.039089476862106606
651,58,-119.92740413475768,0.0388950018528424
652,55,-119.91495070223706,0.038701494380937715
653,55,-130.2245773778982,0.03850894963277385
654,100,-44.000245609347814,0.03831736281868045
655,74,-189.6758539896922,0.03812672917281637
656,86,-115.08132914600232,0.03793704395305112
657,74,-132.82103490855258,0.03774830244084689
658,83,-120.51062910533682,0.03756049994114119
659,91,-208.03425774965154,0.03737363178223004
660,83,-130.22732774374836,0.03718769331565179
661,74,-109.31888047123823,0.03700267991607144
662,63,-129.78838170365918,0.036818586981165614
663,86,-173.20315447371448,0.03663540993150808
664,83,-130.8034165589546,0.036453144210455805
665,53,-119.5174693314304,0.03627178528403563
666,55,-129.3542271380474,0.03609132864083148
667,69,-166.47645773199966,0.03591176979187212
668,98,-29.675657584120245,0.035733104270519525
669,71,-161.70743704890174,0.03555532763235774
670,87,-186.53856419997743,0.03537843545508233
671,63,-146.26319129140202,0.03520242333839038
672,67,-116.32194248425252,0.03502728690387103
673,63,-171.70259374981353,0.03485302179489655
674,77,-116.22594602752082,0.03467962367651398
675,90,-159.97955172950864,0.0345070882353373
676,83,-146.47213953684923,0.034335411179440105
677,60,-27.89624710054295,0.03416458823824886
678,68,-151.07504820629356,0.03399461516243668
679,89,-109.15997036257482,0.0338254877238176
680,76,-161.03348195922825,0.03365720171524139
681,78,-177.44654967242275,0.03348975295048895
682,111,-378.330617635007,0.033323137264168114
683,75,-124.52429829334883,0.03315735051161007
684,62,-157.41627509176482,0.03299238856876624
685,59,-106.11899114103409,0.032828247332105716
686,52,-101.90162480938554,0.03266492271851315
687,67,-132.63926174636046,0.03250241066518722
688,75,-121.5695269764171,0.03234070712953953
689,65,-120.29234360600802,0.03217980808909406
690,71,-120.76739243401882,0.03201970954138713
691,83,-128.808571618188,0.031860407503867795
692,59,-125.17260274409074,0.0317018980137988
693,75,-151.65012721213728,0.03154417712815801
694,53,-85.97717588059353,0.03138724092354031
695,75,-122.35902971053929,0.031231085496060015
696,59,-99.59982263820666,0.03107570696125375
697,87,-159.21094878936427,0.030921101453983833
698,55,-139.17334443531658,0.030767265128342124
699,75,-171.66944710863615,0.030614194157554356
