episode,length,total_reward,exploration
180,67,-313.30460246335684,0.40748242666197254
181,95,-559.7179543018232,0.4054551509074354
182,85,-441.208258923986,0.4034379611019258
183,70,-443.59650296158117,0.4014308070665929
184,86,-572.7197861117711,0.39943363887223177
185,89,-366.3462061012958,0.3974464068380416
186,107,-517.7047526988986,0.3954690615303897
187,85,-369.94424893765597,0.3935015537615818
188,95,-533.5466169808703,0.3915438345886387
189,77,-464.53363376621826,0.3895958553120783
190,78,-350.0383236234636,0.3876575674747048
191,109,-781.2241665910163,0.38572892286040283
192,58,-326.8752185754297,0.38380987349293816
193,88,-566.7128203040501,0.38190037163476437
194,65,-347.918719699956,0.38000036978583523
195,121,-339.5978381104848,0.37810982068242316
196,122,-367.78711168453293,0.3762286772959435
197,147,-191.755284359281,0.37435689283178464
198,63,-193.98877284755574,0.372494420728144
199,89,-529.9838693202835,0.37064121465486966
200,57,-341.32690606947887,0.3687972285123082
201,113,-285.59059963560696,0.3669624164301574
202,83,-446.96229790895126,0.36513673276632586
203,80,-484.3844537049555,0.3633201321057969
204,82,-504.10709393033676,0.36151256925949943
205,89,-783.8844692760456,0.35971399926318354
206,59,-361.8009750816417,0.35792437737630206
207,59,-221.18527012414611,0.3561436590808976
208,90,-293.32508822507185,0.3543718000804952
209,66,-290.13899340597504,0.35260875629900024
210,93,-577.7726388331278,0.3508544838796023
211,93,-855.6917764187101,0.3491089391836839
212,86,-564.00744922683,0.34737207878973525
213,62,-431.19882989640354,0.34564385949227394
214,98,-249.4712217288241,0.3439242383007701
215,121,-190.5204174640984,0.3422131724385773
216,63,-472.21981886380195,0.340510619341868
217,93,-503.95783480059697,0.33881653665857514
218,82,-518.8779859757348,0.3371308822473385
219,68,-433.6300036962072,0.33545361417645625
220,75,-426.63173100850076,0.33378469072284206
221,106,-244.48871733433296,0.3321240703709872
222,61,-298.84134276603197,0.3304717118119276
223,66,-392.4899739673423,0.3288275739422165
224,87,-629.6297981947212,0.327191615862902
225,83,-517.5691118674188,0.3255637968785095
226,106,-145.6686637105895,0.3239440764960294
227,57,-214.09781949214286,0.3223324144239099
228,107,-181.7628206560753,0.3207287705710547
229,83,-464.69494029575844,0.3191331050458256
230,112,-196.36735644933526,0.31754537815505035
231,115,-172.11369920945327,0.3159655504030352
232,85,-469.0125597647699,0.3143935824905823
233,72,-456.3753901753733,0.31282943531401225
234,55,-244.78349395378922,0.31127306996419135
235,56,-289.36926537521623,0.30972444772556357
236,68,-399.8168487327742,0.3081835300751877
237,63,-437.69901529307145,0.3066502786817788
238,65,-435.7156889647031,0.30512465540475503
239,86,-471.62786262174313,0.3036066222932886
240,73,-604.2899316836979,0.30209614158536185
241,64,-473.03070928477666,0.30059317570682775
242,61,-466.4717804298346,0.2990976872704754
243,80,-644.4430819154655,0.29760963907509996
244,60,-375.9207451374613,0.2961289941045771
245,65,-313.96831142567305,0.2946557155269424
246,73,-422.0764931753528,0.2931897666934751
247,63,-274.78015805045436,0.29173111113778616
248,94,-373.018561912217,0.29027971257491164
249,50,-329.4720931743471,0.28883553490040964
250,68,-505.91833121198215,0.28739854218946237
251,62,-468.7575774890495,0.2859686986959825
252,53,-366.9842635548129,0.28454596885172395
253,76,-600.4483050223193,0.283130317265397
254,59,-440.3398866661382,0.2817217087217881
255,63,-422.67499010909546,0.2803201081808837
256,62,-278.21215609238817,0.27892548077699875
257,66,-359.34487572995016,0.2775377918179092
258,84,-484.68595466037397,0.2761570067839893
259,58,-407.3838094647879,0.27478309132735257
260,70,-407.44776585080325,0.2734160112709976
261,70,-504.8625873134846,0.27205573260795785
262,78,-603.6488629327268,0.2707022215004556
263,70,-291.58935099585517,0.26935544427906033
264,91,-700.0506431646917,0.2680153674418511
265,76,-531.6554779939413,0.2666819576535832
266,88,-557.5013062461935,0.26535518174485895
267,75,-511.0806973201102,0.2640350067113025
268,168,-234.884942432376,0.26272139971273883
269,76,-487.5144787235798,0.26141432807237697
270,75,-421.20948056391387,0.260113759275997
271,85,-446.1836743895892,0.25881966097114134
272,74,-542.4207203157099,0.2575320009663098
273,159,-108.40590004791734,0.256250747230159
274,69,-461.0191696774416,0.2549758678907055
275,67,-357.00070466265504,0.2537073312345328
276,80,-426.69306620282117,0.2524451057060028
277,87,-487.17199283675103,0.2511891599064705
278,128,-485.3793251987695,0.24993946259350303
279,80,-460.8516743717351,0.24869598268010254
280,67,-314.4939568107843,0.2474586892339329
281,73,-497.87385117193634,0.24622755147655018
282,72,-535.095565035368,0.24500253878263703
283,71,-543.5610274263245,0.24378362067924086
284,63,-405.35767841048994,0.2425707668450158
285,55,-222.1929523997369,0.24136394710946849
286,93,-542.2785815739065,0.24016313145220747
287,75,-430.5505408948009,0.23896829000219652
288,87,-415.8232771284439,0.23777939303701148
289,61,-174.6748996142829,0.236596410982101
290,134,-164.05104004179685,0.23541931441005076
291,92,-513.6271553729526,0.23424807403985154
292,77,-327.85392687124806,0.2330826607361707
293,86,-423.44878172291686,0.23192304550862758
294,70,-240.33427024622057,0.23076919951107225
295,61,-268.20682389520346,0.22962109404086795
296,76,-462.26950642758277,0.2284787005381771
297,58,-272.070108583723,0.22734199058525087
298,69,-373.73647440422667,0.22621093590572228
299,60,-200.9904932418517,0.2250855083639028
300,89,-281.21776069597945,0.2239656799640824
301,69,-278.449987358233,0.22285142284983325
302,97,-266.7599004053652,0.2217427093033167
303,75,-174.7096711903843,0.22063951174459373
304,142,-18.235471607053412,0.21954180273093907
305,55,-170.56202768189513,0.2184495549561583
306,128,-267.192848671437,0.2173627412499088
307,68,-165.98852387347785,0.2162813345770237
308,63,-248.6477034331019,0.21520530803683952
309,111,-53.509051236457125,0.2141346348625269
310,60,-149.55753266782236,0.2130692884204248
311,66,-118.91399787131684,0.21200924220937795
312,82,-211.35495744067651,0.21095446986007757
313,54,-175.55339658221635,0.20990494513440555
314,86,-100.99738328538534,0.20886064192478165
315,63,-29.884670012346277,0.2078215342535141
316,53,-82.26938865111669,0.20678759627215335
317,63,-167.0134429947509,0.2057588022608491
318,55,-113.0329268160807,0.20473512662771057
319,81,-328.8507262783713,0.20371654390816973
320,95,-186.36581594709082,0.202703028764348
321,89,-143.40781096833632,0.2016945559844259
322,74,-145.81416852778284,0.20069110048201586
323,67,-109.80257179520804,0.19969263729553818
324,61,-120.58995335206885,0.19869914158760021
325,71,-77.12646665454409,0.19771058864437835
326,77,-162.24383489904992,0.19672695387500336
327,85,-132.8116979131296,0.19574821281094865
328,69,-130.8669819096025,0.19477434110542155
329,63,-105.6664130273122,0.1938053145327578
330,84,-3.9458262123629027,0.19284110898781873
331,88,-19.128842611369578,0.1918817004853918
332,59,-144.74765359071,0.19092706515959385
333,91,-135.444294813622,0.18997717926327748
334,93,-130.2568886067672,0.1890320191674403
335,55,-129.24071309048088,0.18809156136063715
336,59,-33.47818867022082,0.1871557824483952
337,99,-93.4359493159933,0.18622465915263206
338,56,-91.25108969232556,0.1852981683110767
339,58,-116.40706505214423,0.18437628687669325
340,68,35.44590637650413,0.18345899191710774
341,66,-125.94831237691076,0.18254626061403756
342,76,-127.8299108154271,0.18163807026272397
343,79,-147.37181034190587,0.18073439827136714
344,94,-173.30568850194766,0.17983522216056433
345,55,-64.09563683597094,0.1789405195627506
346,65,-137.40579230700283,0.17805026822164238
347,58,-106.85959708507731,0.177164445991684
348,74,-135.6826485509672,0.17628303083749652
349,99,-118.252433666713,0.17540600083332988
350,69,-60.68127710739044,0.17453333416251732
351,51,-92.18521763738848,0.17366500911693267
352,90,-126.01382184196987,0.17280100409645044
353,68,-128.87412682034977,0.17194129760840843
354,49,-123.02179920299865,0.1710858682670731
355,56,-130.65276499066738,0.17023469479310757
356,54,-47.95531735601408,0.16938775601304237
357,74,-156.22147227054086,0.16854503085874864
358,54,-70.89047387822407,0.1677064983669141
359,50,-117.33253405321085,0.1668721376785215
360,84,-227.72676737766017,0.16604192803832987
361,64,-138.99090403541186,0.1652158487943581
362,64,-98.83395993456449,0.16439387939737127
363,77,-122.36754540479727,0.16357599940036943
364,79,-183.96989494700887,0.16276218845807905
365,78,-177.1972944176112,0.16195242632644682
366,77,-95.18273864578967,0.16114669286213615
367,93,-132.64269768669521,0.16034496802202602
368,57,-106.67057869671108,0.15954723186271247
369,70,-140.9170517270408,0.15875346454001243
370,71,-172.02787578324677,0.1579636463084701
371,67,-109.10079281978375,0.1571777575208658
372,56,-107.37345218260924,0.1563957786277272
373,97,-153.9104441644503,0.155617690176843
374,86,-241.79530308508143,0.1548434728127791
375,90,-111.15957032503378,0.15407310727639714
376,60,-119.42536621583925,0.15330657440437528
377,82,-113.92426244293213,0.15254385512873164
378,79,-109.61240778803733,0.15178493047634992
379,77,-134.07579036896362,0.15102978156850738
380,60,-116.45825157546116,0.15027838962040538
381,62,-115.68437415708097,0.14953073594070188
382,83,-108.94105243971907,0.14878680193104665
383,57,-147.55746827922042,0.14804656908561858
384,89,-220.76298141296883,0.1473100189906653
385,62,-146.56375645304834,0.14657713332404507
386,93,-281.21584431634926,0.14584789385477123
387,74,-124.75639884396433,0.14512228244255845
388,61,-149.72250405272248,0.1444002810373716
389,87,-145.82281781817994,0.14368187167897672
390,70,-155.47936741571527,0.14296703649649428
391,57,-130.40517498988342,0.1422557577079545
392,69,-120.20930204051359,0.14154801761985525
393,92,-130.1140808265905,0.14084379862672167
394,76,-147.15994556574955,0.14014308321066835
395,71,-162.74858158112212,0.13944585394096354
396,62,-147.08626402261024,0.13875209347359557
397,75,-204.77173617838724,0.1380617845508414
398,60,-121.89819581988807,0.1373749100008372
399,84,-110.49505348821666,0.13669145273715147
400,89,-121.55229664352365,0.1360113957583597
401,80,-113.5108730114317,0.1353347221476216
402,56,-119.62689985766028,0.13466141507226032
403,65,-134.30414069796984,0.13399145778334362
404,91,-160.13664095615928,0.13332483361526729
405,87,-170.67527305262442,0.1326615259853406
406,114,-21.87927584553796,0.13200151839337373
407,86,-159.39841898422634,0.13134479442126742
408,64,-103.18154557560534,0.1306913377326044
409,75,-155.14370087164662,0.13004113207224322
410,90,-115.5068756164028,0.12939416126591366
411,69,-100.79256350019232,0.1287504092198146
412,79,-3.0674289429257726,0.12810985992021354
413,65,-110.43710979723669,0.1274724974330483
414,64,-28.345928562776976,0.12683830590353068
415,67,-147.34535062430018,0.12620726955575193
416,55,-125.12979821428334,0.1255793726922905
417,58,-78.18115131449491,0.1249545996938214
418,61,-116.43448178997971,0.12433293501872777
419,62,-121.43625556238334,0.12371436320271421
420,54,-121.66476783384712,0.12309886885842211
421,61,-165.8897407356243,0.12248643667504688
422,51,-112.39319131286096,0.12187705141795711
423,89,-190.2104385130806,0.12127069792831555
424,78,-112.49126917217968,0.12066736112270204
425,92,-151.86979773421845,0.12006702599273837
426,58,-115.5216274255308,0.11946967760471482
427,52,-141.6629320533229,0.11887530109921873
428,81,-177.27863999455582,0.11828388169076492
429,71,-121.4983556435263,0.1176954046674278
430,60,-138.39244682193083,0.11710985539047543
431,53,-84.65832172222622,0.11652721929400542
432,66,-109.69678898104335,0.11594748188458252
433,48,-135.06879616089086,0.11537062874087814
434,81,-119.42357858279593,0.11479664551331159
435,69,-172.05115070568135,0.11422551792369313
436,57,-82.7548547711148,0.1136572317648688
437,58,-91.21854573783318,0.11309177290036698
438,65,-116.20916653018259,0.11252912726404676
439,53,-99.69155797842885,0.11196928085974804
440,79,-104.28246855944722,0.11141221976094334
441,77,-175.85384692011388,0.1108579301103914
442,77,-122.2266489441338,0.11030639811979245
443,64,-161.93030297476753,0.10975761006944523
444,81,-104.13123146289448,0.10921155230790572
445,82,-135.3600042480221,0.1086682112516475
446,80,-182.28560444300712,0.10812757338472388
447,62,-130.3090725130951,0.10758962525843173
448,68,-125.86160474008156,0.10705435349097686
449,55,-92.13525851779215,0.10652174476714117
450,90,-210.14374487342826,0.10599178583795142
451,71,-120.67735468938344,0.10546446352034969
452,71,-162.53451570016705,0.10493976469686538
453,86,-162.5685834621413,0.10441767631528895
454,66,-134.96877934998676,0.10389818538834722
455,80,-121.84943418031337,0.10338127899338033
456,71,-167.5576694398443,0.10286694427202024
457,89,-212.12946438111507,0.1023551684298709
458,95,-168.24684546146673,0.10184593873618997
459,52,-91.75007141761535,0.10133924252357211
460,61,-151.79238051618017,0.10083506718763395
461,84,-128.22837057244206,0.10033340018670046
462,71,-100.4368577737452,0.09983422904149301
463,75,-136.44994229214188,0.09933754133481892
464,71,-120.47578195311011,0.09884332471126261
465,62,-156.03468005775332,0.09835156687687824
466,66,-191.08501473560682,0.09786225559888383
467,67,-144.56330074174127,0.09737537870535705
468,90,-167.66811989477202,0.0968909240849324
469,76,-164.50037213979022,0.09640887968649992
470,69,-124.75881026234137,0.0959292335189054
471,78,-167.8406638508951,0.09545197365065214
472,68,-145.24456315910982,0.09497708820960413
473,83,-85.32070716270422,0.09450456538269068
474,79,-131.86078922034426,0.09403439341561264
475,65,-141.73131778835642,0.09356656061254989
476,83,-109.97933348014848,0.09310105533587056
477,74,-123.72685197498276,0.09263786600584135
478,70,-150.9594294081574,0.09217698110033967
479,78,-138.1910189022328,0.09171838915456684
480,89,-146.25416579410057,0.09126207876076303
481,76,-136.23322414357085,0.09080803856792342
482,84,-147.5101982368999,0.09035625728151585
483,76,-149.1115946690074,0.08990672366319986
484,89,-165.21242759762924,0.08945942653054714
485,87,-158.6007196259769,0.08901435475676334
486,68,-157.99497927314837,0.08857149727041129
487,59,-143.7108029452706,0.08813084305513562
488,69,-159.27052484655596,0.08769238114938868
489,92,-103.51074240567984,0.08725610064615791
490,81,-156.32035579590786,0.08682199069269445
491,90,-9.179258973110933,0.08639004049024324
492,53,-43.51230196935951,0.08596023929377437
493,84,-119.80035813201731,0.0855325764117158
494,57,-93.195848440288,0.08510704120568738
495,56,-114.21255681327395,0.0846836230902362
496,86,-168.65510949468455,0.08426231153257335
497,81,-148.6457300444248,0.0838430960523118
498,65,-157.56866904378376,0.08342596622120578
499,80,-14.498035602967818,0.08301091166289133
500,64,-167.61691983080638,0.0825979220526282
501,82,-144.09087364578713,0.08218698711704299
502,72,-121.13205212706266,0.08177809663387363
503,58,-131.44668380428132,0.08137124043171506
504,86,-119.51618610390666,0.08096640838976624
505,56,-124.15876938306397,0.08056359043757835
506,64,-149.25834799091365,0.08016277655480435
507,52,-85.58421748251715,0.0797639567709496
508,67,-129.40230009741816,0.079367121165124
509,74,-172.07244023429868,0.07897225986579504
510,78,-147.1723839001246,0.07857936305054233
511,57,-133.79147297139883,0.07818842094581327
512,70,-70.51298529873719,0.07779942382667988
513,62,-110.65507536623896,0.0774123620165969
514,69,-143.36875558175885,0.0770272258871611
515,72,-164.63070024402498,0.07664400585787175
516,81,-129.0844258712409,0.0762626923958923
517,100,-20.025842203906322,0.07588327601581324
518,77,-124.27814914227332,0.07550574727941617
519,62,-101.82659584159393,0.07513009679543899
520,64,-138.49972597144512,0.07475631521934228
521,64,-128.5816464504959,0.07438439325307691
522,55,-124.47750802000695,0.07401432164485265
523,79,-214.49714597726432,0.07364609118890812
524,64,-137.4332313180251,0.07327969272528172
525,66,-122.95529038209504,0.0729151171395838
526,79,-126.7092157024123,0.07255235536276997
527,80,-124.7814476082898,0.0721913983709154
528,77,-148.6394292678649,0.07183223718499046
529,82,-102.49307520322958,0.07147486287063728
530,76,-129.8932789820151,0.07111926653794755
531,113,-320.3988933238845,0.07076543934124135
532,70,-135.07320784856992,0.07041337247884713
533,67,-142.91274540560116,0.07006305719288272
534,86,-165.3742999853824,0.06971448476903754
535,85,-95.06489625374375,0.06936764653635577
536,63,-168.75973106039774,0.06902253386702067
537,61,-156.25061310235526,0.06867913817613998
538,73,-147.56893550863384,0.06833745092153233
539,68,-124.68228610937346,0.06799746360351476
540,60,-145.0971069392371,0.06765916776469132
541,85,-173.35682883074114,0.06732255498974261
542,71,-160.62900547953745,0.06698761690521654
543,67,-129.80593759151253,0.06665434517931995
544,79,-161.06911469427632,0.0663227315217114
545,87,-99.61855850142753,0.06599276768329494
546,77,-103.50132067109308,0.06566444545601488
547,89,-89.80654547039934,0.06533775667265163
548,60,-92.75316996918201,0.06501269320661854
549,59,-132.36310130025905,0.06468924697175975
550,68,-115.59947169123934,0.06436740992214901
551,65,-126.42770478779562,0.06404717405188957
552,58,11.846516451971013,0.06372853139491501
553,87,-201.26835916113538,0.06341147402479105
554,73,-163.0893529257796,0.06309599405451846
555,54,-86.99363734441519,0.06278208363633679
556,53,-74.15472969719607,0.062469734961529154
557,74,-200.10288947619043,0.06215894026022802
558,65,-126.27659055191019,0.06184969180122192
559,68,-124.63437320002491,0.06154198189176311
560,106,-317.5809369260219,0.06123580287737623
561,53,-120.57731665503886,0.0609311471416679
562,77,-126.73501189530096,0.060628007106137215
563,62,-133.38648356395117,0.06032637522998729
564,77,-131.88653438671338,0.060026244009937606
565,53,-82.87700104588933,0.05972760598003742
566,63,-155.75466755064218,0.05943045371148003
567,69,-131.95122809778047,0.059134779812417944
568,62,-129.48369033307955,0.058840576927779054
569,101,21.06963348862874,0.05854783773908364
570,69,-159.45868172639086,0.05825655496426233
571,83,-185.96202898216592,0.057966721357474965
572,54,-107.58323046846942,0.05767832970893032
573,54,-81.92857054750776,0.05739137284470679
574,81,-146.628252154726,0.05710584362657392
575,75,-98.37796480671086,0.056821734951814855
576,61,-168.36421909920205,0.056539039753049615
577,53,-114.44569400595606,0.056257750998059325
578,54,-105.1954607452765,0.055977861689611275
579,51,-111.85817287325995,0.05569936486528486
580,92,-96.1304654443178,0.055422253597298375
581,87,-90.37183395066751,0.055146520992336696
582,81,-146.51147943662255,0.054872160191379804
583,109,-227.6508988319929,0.05459916436953215
584,84,-99.01588481866568,0.05432752673585289
585,88,-88.27563176984965,0.05405724053318696
586,51,-120.87441879584861,0.05378829903799698
587,57,-143.8276633189226,0.053520695560196
588,62,-120.61701107519042,0.0532544234429811
589,59,-149.8314945728328,0.05298947606266777
590,77,-124.33165717726226,0.052725846828525144
591,57,-116.28950755675424,0.05246352918261209
592,81,-146.0346994586286,0.05220251659961402
593,85,-138.35131434071283,0.051942802586680624
594,68,-174.28938968138908,0.05168438068326431
595,64,-106.25789386253304,0.05142724446095952
596,62,-175.84154769224676,0.05117138752334281
597,80,-141.68036987125828,0.05091680350581375
598,71,-146.2584829947255,0.050663486075436574
599,52,-81.0596376426287,0.05041142893078267
600,84,-99.10570670479535,0.0501606258017738
601,66,-147.75943387194857,0.049911070449526175
602,81,-142.46501186481652,0.049662756666195206
603,62,-101.46647790329028,0.04941567827482111
604,67,-156.61339436456575,0.04916982912917524
605,84,-122.69426394661996,0.04892520311360721
606,55,-136.5578700060795,0.04868179414289275
607,68,-155.25945203608646,0.04843959616208234
608,59,-131.0479945693437,0.04819860314635059
609,85,-31.003742645555008,0.047958809100846364
610,73,-144.84232087410777,0.047720208060543653
611,86,-304.4560626401256,0.04748279409009319
612,80,-135.34528660290297,0.04724656128367482
613,56,-102.2852383642491,0.04701150376485057
614,70,-155.6599712258869,0.04677761568641848
615,88,-173.67149066790586,0.04654489123026715
616,100,-9.735077811680355,0.046313324607231
617,54,-138.17463739569325,0.04608291005694627
618,66,-125.17332653749772,0.04585364184770774
619,62,-148.4144521488296,0.045625514276326114
620,74,-108.68243418248338,0.045398521667986184
621,84,-140.9435943186548,0.04517265837610566
622,54,-89.44061489621328,0.04494791878219469
623,62,-143.6929845878248,0.044724297295716114
624,91,-123.66874666623768,0.04450178835394639
625,64,-109.0587647574171,0.0442803864218372
626,54,-109.4519313940978,0.044060085991877815
627,95,-158.36172339324025,0.043840881583958026
628,68,-115.35827289687532,0.04362276774523187
629,66,-111.5516627543498,0.04340573904998196
630,58,-137.96415500681937,0.043189790099484544
631,72,-165.59024461850663,0.04297491552187517
632,66,-141.20401485203016,0.0427611099720151
633,75,-151.93061417169974,0.04254836813135831
634,87,-135.8863250686565,0.04233668470781922
635,55,-16.047228878410323,0.04212605443564102
636,87,-132.59555202145123,0.0419164720752647
