Timestamp,observation,hidden_dim,hidden_dim2,action,epochs,loss_fn,optimizer,EPSIOLON,EPSILON_DECAY,GAMMA,MAX_TRANSITIONS,BATCH_SIZE,TARGET_UPDATE_AFTER,LEARN_AFTER_STEPS
2024-02-25 14:05:19,4,64,32,2,1000,Huber,adam,1.0,1.005,0.99,100000,64,4,1000
